,52W High,52W Low,ATR,Avg Volume,Beta,Book\/sh,Cash\/sh,Change,Current Ratio,Date,Debt\/Eq,Dividend,Dividend %,EPS (ttm),EPS Next Y Perc,EPS Q\/Q,EPS next 5Y,EPS next Q,EPS next Y,EPS past 5Y,EPS this Y,Earnings,Employees,Forward P\/E,Gross Margin,Income,Index,Industry,Insider Own,Insider Trans,Inst Own,Inst Trans,LT Debt\/Eq,Market Cap,Oper. Margin,Optionable,PEG,P\/B,P\/C,P\/E,P\/FCF,P\/S,Payout,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,Prev Close,Price,Profit Margin,Quick Ratio,ROA,ROE,ROI,RSI (14),Recom,Rel Volume,SMA20,SMA200,SMA50,Sales,Sales Q\/Q,Sales past 5Y,Sector,Short Float,Short Ratio,Shortable,Shs Float,Shs Outstand,Target Price,Ticker,Volume,Week,Month,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7
AEO_11-17-2017,19,10.23,0.45,4340000,1.08,6.34,1.14,0.0551,1.7,11/17/2017,0,0.5,0.0358,0.96,0.023,-0.476,0.003,0.39,1.16,0.053,0.063,Nov 29 BMO,6600,12.06,0.367,176900000,,Apparel Stores,0.002,-0.0383,0.878,-0.0057,0,2370000000,0.077,Yes,48.31,2.2,12.3,14.49,10.43,0.65,0.514,0.2876,0.0771,0.2574,0.0433,-0.0791,-0.223,13.97,14.74,0.049,0.8,0.102,0.153,0.173,66.64,2.7,3.2,0.094,0.1303,0.0938,3.64B,0.027,0.03,Services,0.1042,4,Yes,166640000,169580000,13.76,AEO,964255,0.0345,0.0316,0.006105834,0.016282225,0.006784261,0.006105834,0.023744912,0.081411126,0.115332429
AFAM_11-16-2017,62.95,39.34,2.16,127770,0.36,33.42,1.33,0.1353,2.4,11/16/2017,0.29,,,1.2,0.2621,-0.563,0.046,0.6,2.66,-0.041,-0.169,Nov 07 AMC,15500,19.77,0.47,15200000,,Home Health Care,0.069,-0.0729,0.89,0.0049,0.29,757630000,0.042,Yes,9.57,1.58,39.67,44.02,45.1,1.01,0,-0.0673,0.1166,0.0856,-0.0241,0.1939,0.2506,52.65,59.78,0.02,2.4,0.021,0.036,0.041,72.62,2.5,7.97,0.2264,0.1656,0.225,749.80M,0.211,0.135,Healthcare,0.0469,4.67,Yes,12720000,14390000,57.17,AFAM,70807,0.0363,0.0462,0.039478086,0.006189361,0.009534962,0.055536969,0.070592171,0.028772165,0.00284376
AFAM_11-02-2017,62.95,38.05,1.69,126300,0.43,33.18,1.58,0.1832,2.4,11/2/2017,0.3,,,1.49,0.2207,-0.26,0.046,0.41,2.63,-0.041,-0.169,Nov 07 AMC,15500,15.38,0.469,17400000,,Home Health Care,0.069,-0.0777,0.893,0.0087,0.3,548230000,0.048,Yes,5.9,1.22,25.5,27.13,29.16,0.77,0,-0.1936,-0.2399,-0.1441,-0.1217,-0.0839,0.0412,40.4,47.8,0.024,2.4,0.027,0.046,0.041,51.91,2.5,5.9,0.0245,-0.0633,-0.0048,715.90M,0.287,0.135,Healthcare,0.0526,5.3,Yes,12720000,13570000,55,AFAM,51738,0.0493,0.0331,0.065271967,0.078451883,0.14958159,0.10251046,0.070083682,0.067991632,0.085355649
AFAM_11-08-2017,62.95,38.05,2.09,132370,0.36,33.18,1.53,0.0732,2.4,11/8/2017,0.3,,,1.49,0.2438,-0.26,0.046,0.39,2.63,-0.041,-0.169,Nov 07 AMC,15500,19.49,0.469,17400000,,Home Health Care,0.069,-0.0752,0.892,0.0072,0.3,719870000,0.048,Yes,7.48,1.54,33.48,34.39,38.29,1.01,0,-0.1065,0.0723,0.0847,0.1571,0.161,0.2595,51.2,54.95,0.024,2.4,0.027,0.046,0.041,66.6,2.5,0.95,0.1679,0.0748,0.1369,715.90M,0.287,0.135,Healthcare,0.0526,5.06,Yes,12720000,14060000,55,AFAM,9086,0.0752,0.0395,-0.040946315,-0.069153776,-0.070973612,-0.055868972,0.087898089,0.130846224,0.094631483
AFSI_11-09-2017,28.48,11.36,0.51,1230000,1.25,15.22,4.59,-0.0946,,11/9/2017,0.53,0.68,0.0555,1.04,0.4962,-0.956,0.1025,0.12,1.77,0.127,-0.164,Nov 08 AMC,8000,6.94,,180500000,,Property & Casualty Insurance,0.074,-0.0007,0.401,-0.0054,0.47,2380000000,0.057,Yes,1.15,0.81,2.67,11.77,11.34,0.4,0.626,-0.0864,-0.1077,-0.1129,-0.0223,-0.5522,-0.5164,12.26,11.1,0.031,,0.008,0.073,0.127,26.44,2,3.56,-0.1462,-0.3204,-0.1455,5.89B,0.168,0.354,Financial,0.146,13,Yes,109300000,194400000,18.3,AFSI,313895,0.0532,0.0364,-0.125225225,-0.163963964,-0.178378378,-0.123423423,-0.18018018,-0.183783784,-0.16036036
AFSI_11-13-2017,28.48,10.27,0.58,1240000,1.27,13.27,3.7,-0.0573,,11/13/2017,0.56,0.68,0.066,-0.32,0.4332,-2.914,0.1,0.31,1.42,0.127,-0.164,Nov 08 AMC,8000,7.27,,-74900000,,Property & Casualty Insurance,0.074,-0.0007,0.385,-0.0438,0.5,2130000000,0.01,Yes,,0.78,2.79,,,0.36,,-0.2022,-0.2415,-0.2674,-0.1793,-0.6238,-0.6113,10.3,9.71,-0.013,,-0.003,-0.03,0.127,19.24,2,3.89,-0.2356,-0.3996,-0.2481,5.94B,0.036,0.354,Financial,0.1341,11.78,Yes,109320000,207210000,15.2,AFSI,336082,0.0724,0.0418,-0.044284243,-0.060762101,0.002059732,-0.062821833,-0.066941298,-0.040164779,-0.032955716
AFSI_11-27-2017,28.48,8.81,0.54,1350000,1.26,13.27,3.76,0.0576,,11/27/2017,0.56,0.68,0.0726,-0.32,0.4068,-2.914,0.1,0.3,1.37,0.127,-0.164,Nov 08 AMC,8000,6.86,,-74900000,,Property & Casualty Insurance,0.074,-0.0001,0.371,-0.0746,0.5,1910000000,0.01,Yes,,0.71,2.5,,,0.32,,-0.2708,-0.2498,-0.3033,0.0354,-0.6578,-0.6413,8.86,9.37,-0.013,,-0.003,-0.03,0.127,31.55,2.2,1.15,-0.1329,-0.3908,-0.243,5.94B,0.036,0.354,Financial,0.1338,10.88,Yes,109520000,204000000,14.5,AFSI,1545929,0.0488,0.0537,0.01280683,0.039487727,0.028815368,,,,
AGO_11-03-2017,45.73,29.37,0.94,878610,1.65,55.65,1.67,0.0581,,11/3/2017,0.19,0.57,0.0155,8.84,-0.37,0.151,0.03,0.74,3.06,0.107,-0.073,Nov 02 AMC,300,12.04,,1150000000,,Surety & Title Insurance,0.007,-0.0141,,,0.19,4410000000,0.716,Yes,1.39,0.66,22.07,4.17,129.81,2.3,0.061,-0.0599,-0.0194,-0.1691,0.0027,-0.0244,0.2424,36.85,38.99,0.597,,0.079,0.173,0.126,59.58,1.5,1.53,0.0506,-0.0331,-0.0084,1.92B,-0.214,-0.014,Financial,0.0399,5.27,Yes,115890000,119770000,50.33,AGO,93661,0.0225,0.0207,-0.060015389,-0.036676071,-0.043344447,-0.058733008,-0.047448064,-0.066170813,-0.073352142
AHT_11-03-2017,8.23,5.35,0.16,480430,1.67,7.84,4.18,-0.0789,,11/3/2017,4.95,0.48,0.0676,-1.38,0.1,-1.051,0.05,-0.34,-0.99,-0.098,-1.466,Nov 02 AMC,103,,0.319,-130700000,,REIT - Hotel\/Motel,0.002,0,0.741,-0.0032,4.95,687710000,0.099,Yes,,0.91,1.7,,3.69,0.47,,0.147,0.0597,0.1342,0.0275,-0.0851,0.2816,7.1,6.54,-0.09,,-0.027,-0.172,0.038,39.2,2.4,2.29,-0.0622,0.0021,-0.0148,1.46B,-0.049,0.117,Financial,0.0195,3.2,Yes,79090000,96860000,7.29,AHT,76289,0.0236,0.0226,-0.035168196,-0.04587156,-0.02293578,-0.041284404,-0.039755352,-0.041284404,-0.033639144
AIMT_11-30-2017,37.5,15.97,1.49,526590,,4.17,4.19,0.0632,10.3,11/30/2017,0,,,-2.35,-0.27,-0.198,0.346,-0.68,-3.15,,-0.005,6-Nov,122,,,-115200000,,Biotechnology,0.009,-0.5787,0.858,0.0123,0,1930000000,,Yes,,9.16,9.13,,,,,1.1497,0.3141,0.7767,0.0688,0.868,0.6828,35.93,38.2,,10.3,-0.433,-0.462,,79.24,1.7,1.08,0.137,0.6904,0.3027,,,,Healthcare,0.1072,8.47,Yes,41610000,50650000,49.83,AIMT,568992,0.0364,0.0432,,,,,,,
AIN_10-31-2017,58.88,37,0.96,120840,1.73,16.73,4.32,0.0664,2.5,10/31/2017,0.92,0.68,0.012,1.27,0.2421,-0.892,0.15,0.42,2.36,0.194,-0.082,Nov 06 AMC,4400,23.92,0.352,40800000,,Textile Industrial,0.006,-0.0824,,0.0107,0.83,1810000000,0.101,Yes,2.96,3.37,13.06,44.45,51.08,2.21,0.535,0.1627,-0.0166,0.0542,-0.02,0.2192,0.4095,56.45,60.2,0.05,1.7,0.032,0.078,0.067,67.5,3,1.57,0.0472,0.193,0.0832,819.20M,0.061,-0.002,Industrial Goods,0.0244,5.75,Yes,28490000,32120000,55,AIN,13210,0.0187,0.0155,-0.004983389,-0.001993355,-0.004152824,-0.016611296,-0.01910299,-0.025747508,-0.032392027
AJRD_11-03-2017,36.25,16.04,1.03,916210,1.45,1.7,5.53,-0.1023,1.7,11/3/2017,4.99,,,0.51,0.1047,0.968,0.2,0.19,0.99,0.41,1.984,Nov 07 AMC,4965,32.41,0.141,37200000,,Aerospace\/Defense - Major Diversified,0.017,0,0.947,0.0059,4.83,2400000000,0.043,Yes,3.15,18.91,5.81,63.04,15.2,1.29,0,0.4554,-0.0764,0.1811,-0.0062,0.7911,0.9676,32.15,28.86,0.02,1.4,0.017,0.803,0.072,33.12,2.4,2.29,-0.1333,0.1872,-0.0962,1.86B,-0.399,0.139,Industrial Goods,0.084,6.68,Yes,72810000,74750000,35.5,AJRD,145818,0.0377,0.0281,-0.001039501,0.033957034,0.04989605,-0.003118503,-0.007969508,-0.01039501,0.004851005
AKAO_11-29-2017,27.79,4.82,0.81,745150,1.42,3.63,4.7,-0.0752,7,11/29/2017,0.23,,,-3.36,-0.039,-0.718,,-0.79,-3.18,-0.178,-1.013,Nov 08 AMC,194,,,-119000000,,Biotechnology,0.003,-0.0507,0.977,0.0246,0.15,463750000,,Yes,,3.01,2.33,,,23.19,,-0.4859,-0.1241,-0.3929,-0.1177,-0.1598,1.041,11.83,10.94,,7,-0.585,-0.92,-0.374,32.33,1.8,2.65,-0.1412,-0.448,-0.2097,20.00M,-0.963,0.132,Healthcare,0.2262,11.84,Yes,38990000,42390000,24.1,AKAO,1971714,0.0504,0.0617,0.093235832,,,,,,
AKAO_11-30-2017,27.79,4.82,0.84,765850,1.42,3.63,4.7,0.0932,7,11/30/2017,0.23,,,-3.36,-0.039,-0.718,,-0.79,-3.18,-0.178,-1.013,Nov 08 AMC,194,,,-119000000,,Biotechnology,0.003,-0.0507,0.977,0.0246,0.15,506980000,,Yes,,3.29,2.54,,,25.35,,-0.4549,-0.0597,-0.3618,-0.0197,-0.0814,1.0946,10.94,11.96,,7,-0.585,-0.92,-0.374,43.17,1.8,2.33,-0.0545,-0.3949,-0.1294,20.00M,-0.963,0.132,Healthcare,0.2262,11.52,Yes,38990000,42390000,24.1,AKAO,1781539,0.0652,0.0655,,,,,,,
AKBA_11-09-2017,20.25,7.78,0.51,382910,0.98,1.4,6.92,-0.0666,1.8,11/9/2017,0,,,-3.62,0.348,0.443,,-0.51,-1.72,-0.292,-0.569,8-Nov,90,,,-140200000,,Biotechnology,0.005,4.3532,0.632,0.0284,0,801500000,,Yes,,12.34,2.5,,9.97,15.75,,0.4202,-0.0882,0.2708,-0.033,0.659,1.2141,17.27,16.12,,1.8,-0.526,-2.187,-2.004,31.59,2.1,2.8,-0.0948,0.1847,-0.0974,50.90M,,,Healthcare,0.0719,6.9,Yes,36750000,46410000,20.86,AKBA,77232,0.0268,0.0271,-0.043424318,-0.078163772,-0.106699752,-0.075682382,-0.052729529,-0.037220844,-0.025434243
AKBA_11-30-2017,20.25,7.78,0.65,392870,0.97,2.13,6.68,0.0492,2.2,11/30/2017,0,,,-3.16,0.363,0.486,,-0.36,-1.6,-0.292,-0.569,8-Nov,90,,,-127100000,,Biotechnology,0.005,4.0913,0.671,0.0895,0,768350000,,Yes,,7.31,2.33,,14.05,8.33,,0.1259,-0.1427,-0.0705,-0.007,0.4947,0.8072,14.83,15.56,,2.2,-0.412,-1.988,-2.004,43.93,2.1,1.51,-0.021,0.1133,-0.1032,92.20M,,,Healthcare,0.0598,5.77,Yes,37970000,49380000,20.86,AKBA,594291,0.0517,0.0451,,,,,,,
AKS_10-31-2017,11.39,4.93,0.21,14690000,2.99,-0.53,0.43,-0.1034,2,10/31/2017,,,,0.38,0.5144,1.409,0.4338,0.04,0.74,0.526,0.988,Oct 31 BMO,8500,7.95,0.157,112200000,,Steel & Iron,0.005,0,0.722,-0.0331,,1840000000,0.057,Yes,0.35,,13.51,15.35,16.9,0.31,0,-0.0625,0.0465,0.0853,-0.0488,-0.427,0.1228,5.85,5.24,0.019,0.8,0.028,-0.341,0.147,35.47,2.5,7.89,-0.0965,-0.2009,-0.0728,5.96B,0.044,-0.019,Basic Materials,0.1861,3.94,Yes,311170000,314810000,7.68,AKS,8050893,0.033,0.0345,-0.083969466,-0.160305344,-0.202290076,-0.158396947,-0.190839695,-0.190839695,-0.190839695
ALDR_11-30-2017,25.45,8.6,0.57,1200000,2.55,5.07,5.01,0.0526,9,11/30/2017,0,,,-5.37,0.306,-0.32,0.2346,-1.01,-3.6,-0.477,-0.533,Nov 07 AMC,176,,0,-283400000,,Biotechnology,0.002,-0.0267,,0.2502,0,727100000,,Yes,,2.17,2.2,,,1038.71,,-0.3714,-0.0222,0.1224,0.0732,-0.4712,-0.5329,10.45,11,,9,-0.841,-0.931,-0.412,52.61,2,0.95,0.0376,-0.2695,-0.0207,0.70M,5.044,-0.651,Healthcare,0.1098,6.06,Yes,66100000,66100000,24.42,ALDR,1140734,0.0424,0.0571,,,,,,,
ALGT_11-29-2017,182.25,111.54,4,156650,0.12,29.89,26.63,0.0684,1,11/29/2017,2.13,2.8,0.0184,9.4,0.1901,-0.497,-0.0431,1.63,10.16,0.388,0.021,Oct 25 AMC,3235,14.99,0.692,151300000,,Regional Airlines,0.008,0.0418,0.879,0.0431,1.78,2430000000,0.187,Yes,,5.09,5.72,16.2,225.27,1.67,0.297,0.1109,0.1001,0.2848,0.1001,-0.085,-0.0845,142.5,152.25,0.104,1,0.084,0.317,0.191,78.06,2.6,1.69,0.1374,0.0736,0.1289,1.46B,0.046,0.118,Services,0.1029,8.22,Yes,12520000,15980000,145.33,ALGT,265141,0.0344,0.0272,-0.001642036,,,,,,
ALNY_11-30-2017,147.63,35.98,5.66,1580000,2.96,11.53,9.68,0.0499,9.8,11/30/2017,0.14,,,-5.25,-0.002,-0.103,0.4609,-1.38,-5.29,-0.287,-0.387,Nov 07 AMC,514,,,-461600000,,Biotechnology,0.003,-0.1558,0.903,0.0086,0.14,13180000000,,Yes,,11.67,13.9,,,189.89,,0.8689,0.1042,0.5693,0.0167,2.5935,2.0668,128.14,134.54,,9.8,-0.356,-0.469,-0.397,59.41,2.2,3.37,0.0306,0.6516,0.0903,69.40M,0.248,-0.106,Healthcare,0.07,3.68,Yes,83080000,97950000,145.33,ALNY,5317900,0.0391,0.0495,,,,,,,
ALRM_11-09-2017,49.49,26.68,1.35,465750,,4.55,1.47,-0.1402,2.8,11/9/2017,0.34,,,0.4,0,4.111,0.1695,0.2,0.97,0.224,2.338,Nov 08 AMC,607,48.27,0.632,19400000,,Application Software,0.021,-0.3562,0.825,-0.0408,0.34,2190000000,0.058,Yes,6.98,10.32,31.85,118.31,81.28,7.37,0,0.422,-0.0112,0.1583,0.0233,0.6877,0.5714,46.97,40.38,0.065,2.6,0.064,0.099,0.05,28.87,2.2,11.06,-0.146,0.0922,-0.1255,297.80M,0.335,0.32,Technology,0.0269,2.49,Yes,43090000,46720000,45.4,ALRM,370443,0.0357,0.0258,0.002971768,0.005448242,0.025507677,0.050520059,0.09162952,0.111936602,0.130510154
ALRM_11-29-2017,49.49,26.68,1.77,481790,,4.9,1.78,-0.0603,3.2,11/29/2017,0.31,,,0.65,0.0604,4.776,0.1695,0.22,0.93,0.224,2.338,Nov 08 AMC,607,44.18,0.64,31900000,,Application Software,0.01,-0.5452,0.839,-0.0145,0.31,1960000000,0.078,Yes,3.73,8.39,23.15,63.28,44,6.12,0,0.2303,-0.1181,-0.1016,-0.0952,0.4779,0.3756,43.77,41.13,0.1,2.9,0.096,0.153,0.05,35.33,2.2,1.54,-0.0744,0.0821,-0.1027,319.90M,0.327,0.32,Technology,0.0254,2.29,Yes,43520000,47610000,48.75,ALRM,743820,0.0476,0.0414,-0.003403841,,,,,,
ALTR_11-28-2017,25.59,16.55,1.3,832580,,-3.28,0.3,0.0539,0.6,11/28/2017,,,,-0.05,,-5.893,0.06,,,-0.1652,-0.07,,2400,,0.67,-3200000,,Semiconductor - Specialized,0.232,,,,,1390000000,,Yes,,,79.65,,,4.34,,,,,-0.0359,0.3037,,22.65,23.87,,0.6,,,0.236,,3.1,0.33,0.0974,0.0974,0.0974,319.40M,0.091,,Technology,0.5186,8.38,Yes,13460000,58060000,50.69,ALTR,275419,0.0569,,-0.072475911,-0.062002514,,,,,
ALTR_11-27-2017,25.59,16.55,1.29,860770,,-3.28,0.3,-0.0904,0.6,11/27/2017,,,,-0.05,,-5.893,0.06,,,-0.1652,-0.07,,2400,,0.67,-3200000,,Semiconductor - Specialized,0.232,,,,,1320000000,,Yes,,,75.58,,,4.12,,,,,-0.0625,0.237,,24.9,22.65,,0.6,,,0.236,,3.1,0.41,0.0439,0.0439,0.0439,319.40M,0.091,,Technology,0.5186,8.11,Yes,13460000,58060000,50.69,ALTR,353068,0.0543,,0.053863135,-0.022516556,-0.011479029,,,,
ALTR_11-29-2017,25.59,16.55,1.42,803250,,-3.28,0.3,-0.0725,0.6,11/29/2017,,,,-0.05,,-5.893,0.06,,,-0.1652,-0.07,,2400,,0.67,-3200000,,Semiconductor - Specialized,0.232,,,,,1290000000,,Yes,,,73.88,,,4.02,,,,,-0.0963,0.2092,,23.87,22.14,,0.6,,,0.236,,3.1,0.49,0.0127,0.0127,0.0127,319.40M,0.091,,Technology,0.5186,8.69,Yes,13460000,58060000,50.69,ALTR,396769,0.0741,,0.01129178,,,,,,
AMAG_11-02-2017,36.83,14.9,0.79,898180,0.88,26.96,11.43,-0.1034,1.5,11/2/2017,0.81,,,-1.39,-0.237,,,0.18,-1.72,0.543,-1.078,Nov 02 BMO,545,,0.77,-45000000,,Diagnostic Substances,0.015,-0.0152,,0.0073,0.81,557290000,0.013,Yes,,0.59,1.4,,2.96,0.94,,-0.1985,-0.1627,-0.1538,0.0192,-0.5417,-0.3877,15.95,14.3,-0.076,1.4,-0.018,-0.048,0.035,30.27,2.7,4.17,-0.1426,-0.284,-0.1944,593.20M,0.243,0.541,Healthcare,0.2407,9.3,Yes,34730000,34940000,22.7,AMAG,260182,0.0523,0.0457,-0.054545455,-0.041958042,-0.083916084,-0.031468531,-0.01048951,-0.011888112,-0.057342657
AMAG_11-03-2017,36.83,11.93,1.03,955210,0.88,26.96,11.43,0.0566,1.5,11/3/2017,0.81,,,-1.39,-0.237,,,0.18,-1.72,0.543,-1.078,Nov 02 BMO,545,,0.77,-45000000,,Diagnostic Substances,0.015,-0.0117,,0.0073,0.81,447230000,0.013,Yes,,0.47,1.12,,2.37,0.75,,-0.3298,-0.3245,-0.3632,-0.1579,-0.6322,-0.5048,12.8,13.52,-0.076,1.4,-0.018,-0.048,0.035,30.87,2.7,2.02,-0.1727,-0.3209,-0.2341,593.20M,0.243,0.541,Healthcare,0.2407,8.75,Yes,34730000,34940000,22.7,AMAG,134048,0.0964,0.0574,0.013313609,-0.031065089,0.024408284,0.046597633,0.045118343,-0.00295858,0.055473373
AMAT_11-29-2017,60.89,29.85,1.7,10210000,1.84,8.14,6.75,-0.0771,2.9,11/29/2017,0.61,0.4,0.0076,3.17,0.0952,0.849,0.1682,0.98,4.4,1.06,1.054,Nov 16 AMC,15600,12.04,0.449,3430000000,S&P 500,Semiconductor Equipment & Materials,0.002,-0.0285,0.816,-0.012,0.61,56670000000,0.215,Yes,0.99,6.5,7.84,16.68,19.1,3.9,0.164,0.1502,-0.0535,0.1636,-0.1002,0.6396,0.6452,57.33,52.91,0.182,2.3,0.157,0.332,0.244,38.09,1.8,2.47,-0.0688,0.1705,-0.0235,14.54B,0.327,0.108,Technology,0.0101,1.05,Yes,1060000000,1070000000,68.24,AMAT,25231798,0.0349,0.0279,-0.002646003,,,,,,
AMBC_11-09-2017,27.25,15.44,0.41,298150,1.92,36.9,1.19,-0.0984,,11/9/2017,7.7,,,-2.49,1.5631,-0.88,0.11,1.05,4.17,0.176,-0.847,Nov 08 AMC,154,3.84,,-111600000,,Surety & Title Insurance,0.002,0.4329,0.741,0.0019,7.7,728620000,0.089,Yes,,0.43,13.44,,,1.05,,-0.0767,-0.0355,-0.1857,-0.0081,-0.2884,-0.2217,16.01,14.44,-0.161,,-0.005,-0.064,0.014,26.77,2,8.4,-0.1051,-0.2174,-0.1493,692.30M,0.529,0.065,Financial,0.031,4.67,Yes,44870000,45510000,25.67,AMBC,180091,0.0251,0.0234,-0.022160665,-0.03531856,-0.023545706,-0.020775623,-0.032548476,-0.01800554,-0.014542936
AMC_11-24-2017,35.5,10.8,0.76,3210000,1.41,18.5,2.1,0.0492,0.5,11/24/2017,2.05,0.8,0.0578,-1.31,1.304,-2.052,-0.001,0.38,0.38,0.241,0.066,Nov 06 AMC,3194,36.64,0.631,-181800000,,"Movie Production, Theaters",0.004,-0.9674,,0.0018,2.01,1720000000,0.014,Yes,,0.75,6.61,,,0.37,,-0.4393,-0.0142,0.0736,0.1124,-0.5884,-0.6032,13.2,13.85,-0.04,0.5,-0.019,-0.076,0.026,56.75,2.2,0.54,0.088,-0.3646,-0.0127,4.59B,0.512,0.051,Services,0.4138,6.47,Yes,50110000,124030000,21.42,AMC,1739512,0.0568,0.067,0.075812274,0.166064982,0.111913357,0.028880866,,,
AMC_11-28-2017,35.5,10.8,0.89,3240000,1.4,18.5,2.11,0.0839,0.5,11/28/2017,2.05,0.8,0.0495,-1.31,1.288,-2.052,-0.001,0.38,0.36,0.241,0.066,Nov 06 AMC,3194,45.37,0.631,-181800000,,"Movie Production, Theaters",0.004,-0.9677,,0.0019,2.01,1990000000,0.014,Yes,,0.87,7.64,,,0.43,,-0.2822,0.0949,0.2568,0.2667,-0.5201,-0.5236,14.9,16.15,-0.04,0.5,-0.019,-0.076,0.026,71.27,2.2,2.32,0.2722,-0.2533,0.1583,4.59B,0.512,0.051,Services,0.4319,6.4,No,48010000,122960000,21.42,AMC,7528032,0.0782,0.0722,-0.046439628,-0.117647059,,,,,
AMC_11-27-2017,35.5,10.8,0.79,3210000,1.4,18.5,2.11,0.0758,0.5,11/27/2017,2.05,0.8,0.0537,-1.31,1.288,-2.052,-0.001,0.38,0.36,0.241,0.066,Nov 06 AMC,3194,41.85,0.631,-181800000,,"Movie Production, Theaters",0.004,-0.9677,,0.0019,2.01,1830000000,0.014,Yes,,0.81,7.05,,,0.4,,-0.3619,0.0136,0.1418,0.1506,-0.5572,-0.5737,13.85,14.9,-0.04,0.5,-0.019,-0.076,0.026,64.67,2.2,1.25,0.1744,-0.3137,0.0655,4.59B,0.512,0.051,Services,0.4319,6.46,No,48010000,122960000,21.42,AMC,3998083,0.0602,0.0678,0.083892617,0.033557047,-0.043624161,,,,
AMC_11-30-2017,35.5,10.8,0.98,3320000,1.4,18.5,2.11,-0.0747,0.5,11/30/2017,2.05,0.8,0.0561,-1.31,1.288,-2.052,-0.001,0.38,0.36,0.241,0.066,Nov 06 AMC,3194,40.03,0.631,-181800000,,"Movie Production, Theaters",0.004,-0.9677,,0.0019,2.01,1750000000,0.014,Yes,,0.77,6.74,,,0.38,,-0.4254,0.0252,0.0634,0.0795,-0.5765,-0.5803,15.4,14.25,-0.04,0.5,-0.019,-0.076,0.026,53.29,2.2,1.58,0.1062,-0.3364,0.0231,4.59B,0.512,0.051,Services,0.4319,6.24,No,48010000,122960000,21.42,AMC,5252437,0.0992,0.0766,,,,,,,
AMD_11-06-2017,15.65,6.22,0.52,57660000,2.48,0.54,,0.067,1.7,11/6/2017,2.74,,,-0.08,1.75,1.137,0.0013,0.05,0.35,-0.237,0.294,Oct 24 AMC,8200,31.59,0.335,-69000000,,Semiconductor - Broad Line,0.006,-0.8822,0.685,-0.0454,2.61,10640000000,0.024,Yes,,20.59,,,,2.15,,0.1076,-0.1664,-0.172,-0.0608,-0.0194,0.6597,11.12,11.86,-0.014,1.2,-0.02,-0.157,-0.259,43.41,2.7,6.04,-0.0834,-0.0745,-0.0774,4.96B,0.257,-0.082,Technology,0.158,2.58,Yes,940310000,957000000,14.16,AMD,24190468,0.0486,0.0356,-0.004215852,-0.060708263,-0.075042159,-0.058178752,-0.083473862,-0.05227656,-0.028667791
AMED_11-02-2017,65.91,34.58,1.99,317690,0.7,14.63,1.78,0.1468,1.2,11/2/2017,0.19,,,1.18,0.1023,-0.59,0.1903,0.53,2.44,0.158,0.426,Nov 07 AMC,16000,19.08,0.418,39900000,,Home Health Care,0.01,-0.1797,0.9996,0.0066,0.17,1540000000,0.036,Yes,2.08,3.17,26.08,39.53,18.08,1.05,0,-0.2119,-0.1419,-0.0128,-0.061,0.0896,0.1044,46.45,53.27,0.027,1.2,0.053,0.085,0.06,59.92,2.5,15.44,0.0827,0.0028,0.0445,1.48B,0.05,0.003,Healthcare,0.0902,9.43,Yes,33190000,33240000,55.5,AMED,340859,0.0382,0.0377,-0.006382579,0.032476065,0.111507415,0.066266191,0.044114886,0.05331331,0.068894312
AMED_11-08-2017,65.91,34.58,2.4,342280,0.64,14.63,1.76,0.0728,1.2,11/8/2017,0.19,,,1.18,0.0983,-0.59,0.1903,0.54,2.44,0.158,0.432,Nov 07 AMC,16000,22.67,0.418,39900000,,Home Health Care,0.01,-0.178,,0.0136,0.17,1860000000,0.036,Yes,2.47,3.77,31.36,46.97,21.74,1.26,0,-0.063,0.1284,0.1389,0.1472,0.2946,0.3958,55.19,59.21,0.027,1.2,0.053,0.085,0.06,70.72,2.5,2.31,0.1841,0.1112,0.1522,1.48B,0.05,0.003,Healthcare,0.0902,8.75,Yes,33190000,33640000,55.5,AMED,56960,0.0507,0.0394,-0.040702584,-0.06063165,-0.052356021,-0.038338119,-0.049991555,-0.058773856,-0.07785847
AMH_11-03-2017,23.98,19.63,0.27,2030000,0.7,18.05,0.25,-0.0505,,11/3/2017,0.52,0.2,0.0093,-0.09,2.3385,0.983,0.144,-0.01,0.22,-0.623,0.643,Nov 02 AMC,953,99.49,0.561,-20400000,,REIT - Residential,0.101,0.0719,0.928,0.008,0.52,5820000000,0.034,Yes,,1.2,86.51,,19.08,6.23,,-0.0305,-0.0087,-0.0404,0.0127,0.0291,0.0688,21.59,20.5,-0.022,,-0.002,-0.005,-0.001,31.67,2.1,2.42,-0.0484,-0.0891,-0.0608,934.40M,0.072,5.702,Financial,0.0279,3.29,Yes,240030000,269670000,25.25,AMH,341348,0.012,0.0118,0.054146341,0.070243902,0.064878049,0.074146341,0.074146341,0.066829268,0.051707317
